t;p.can_tdist;p.can_tfuel
1533035386;6430200;167182
1533035397;6430200;167182
1533035441;6430200;167182
1533037018;6430200;167182
1533037018;6430200;167182
1533037029;6430300;167188
1533037038;6430300;167193
1533037042;6430300;167199
1533037095;6430300;167221
1533037099;6430300;167227
1533037114;6430500;167238
1533037120;6430500;167238
1533037122;6430500;167244
1533037124;6430500;167244
1533037184;6431300;167305
1533037227;6431800;167344
1533037230;6431800;167344
1533037240;6431900;167350
1533037242;6431900;167361
1533037302;6432800;167412
1533037312;6432900;167412
1533037353;6432900;167428
1533037413;6433400;167479
1533037473;6434300;167512
1533037482;6434300;167512
1533037523;6434300;167524
1533037531;6434400;167535
1533037557;6434500;167540
1533037566;6434500;167540
1533037576;6434600;167557
1533037585;6434700;167563
1533037590;6434700;167568
1533037626;6435300;167596
1533037661;6436000;167619
1533037682;6436400;167624
1533037722;6437400;167686
1533037726;6437500;167686
1533037786;6438400;167720
1533037807;6438600;167725
1533037867;6438600;167748
1533037927;6439300;167792
1533037987;6439500;167843
1533038026;6439500;167860
1533038027;6439500;167860
1533038034;6439600;167865
1533038083;6439800;167893
1533038085;6439800;167893
1533038088;6439800;167899
1533038091;6439900;167899
1533038106;6440000;167904
1533038113;6440000;167916
1533038114;6440000;167916
1533038141;6440100;167932
1533038143;6440100;167938
1533038152;6440100;167944
1533038212;6440100;167960
1533038247;6440200;167983
1533038249;6440200;167988
1533038309;6440300;168016
1533038341;6440500;168044
1533038398;6441400;168067
1533038430;6441900;168112
1533038448;6442300;168134
1533038453;6442400;168134
1533038457;6442500;168140
1533038462;6442600;168145
1533038506;6443600;168179
1533038527;6443900;168190
1533038544;6444200;168201
1533038549;6444300;168201
1533038553;6444300;168207
1533038613;6445500;168257
1533038628;6445800;168268
1533038670;6446400;168291
1533038730;6447100;168341
1533038760;6447400;168352
1533038779;6447500;168358
1533038842;6447500;168358
1533038853;6447500;168358
1533038864;6447500;168358
1533038875;6447500;168358
1533038886;6447500;168358
1533038897;6447500;168358
1533038908;6447500;168358
1533038919;6447500;168358
1533038930;6447500;168358
1533038941;6447500;168358
1533040550;6447500;168358
1533040550;6448600;168476
1533040562;6448600;168476
1533040576;6448600;168476
1533040587;6448600;168476
1533040598;6448600;168476
1533040609;6448600;168476
1533040620;6448600;168476
1533040631;6448600;168476
1533040642;6448600;168476
1533040653;6448600;168476
1533040664;6448600;168476
1533040695;6448600;168476
1533040706;6448600;168476
1533040717;6448600;168476
1533040727;6448600;168476
1533040739;6448600;168476
1533040823;6448600;168476
1533040834;6448600;168476
1533040845;6448600;168476
1533040856;6448600;168476
1533040867;6448600;168476
1533040878;6448600;168476
1533040889;6448600;168476
1533040900;6448600;168476
1533040911;6448600;168476
1533040923;6448600;168476
1533040934;6448600;168476
1533040945;6448600;168476
1533040956;6448600;168476
1533040967;6448600;168476
1533040978;6448600;168476
1533040989;6448600;168476
1533041000;6448600;168476
1533041011;6448600;168476
1533041023;6448600;168476
1533041034;6448600;168476
1533041045;6448600;168476
1533041056;6448600;168476
1533041067;6448600;168476
1533041078;6448600;168476
1533041089;6448600;168476
1533041100;6448600;168476
1533041111;6448600;168476
1533041122;6448600;168476
1533041133;6448600;168476
1533041144;6448600;168476
1533041155;6448600;168476
1533041167;6448600;168476
1533041178;6448600;168476
1533041189;6448600;168476
1533041200;6448600;168476
1533041211;6448600;168476
1533041222;6448600;168476
1533041233;6448600;168476
1533041244;6448600;168476
1533041254;6448600;168476
1533041265;6448600;168476
1533041277;6448600;168476
1533041288;6448600;168476
1533041298;6448600;168476
1533041309;6448600;168476
1533041329;6448600;168476
1533041340;6448600;168476
1533041351;6448600;168476
1533041362;6448600;168476
1533041373;6448600;168476
1533041384;6448600;168476
1533041396;6448600;168476
1533041407;6448600;168476
1533041418;6448600;168476
1533041429;6448600;168476
1533041440;6448600;168476
1533041451;6448600;168476
1533041462;6448600;168476
1533041473;6448600;168476
1533041484;6448600;168476
1533041495;6448600;168476
1533041506;6448600;168476
1533041517;6448600;168476
1533041528;6448600;168476
1533041539;6448600;168476
1533041549;6448600;168476
1533041560;6448600;168476
1533041571;6448600;168476
1533041582;6448600;168476
1533041593;6448600;168476
1533041604;6448600;168476
1533041615;6448600;168476
1533041626;6448600;168476
1533041638;6448600;168476
1533041649;6448600;168476
1533041660;6448600;168476
1533041671;6448600;168476
1533041682;6448600;168476
1533041693;6448600;168476
1533041704;6448600;168476
1533041727;6448600;168476
1533041738;6448600;168476
1533041749;6448600;168476
1533041760;6448600;168476
1533041770;6448600;168476
1533041782;6448600;168476
1533041793;6448600;168476
1533041803;6448600;168476
1533041814;6448600;168476
1533041825;6448600;168476
1533041836;6448600;168476
1533041847;6448600;168476
1533041858;6448600;168476
1533041869;6448600;168476
1533041881;6448600;168476
1533041892;6448600;168476
1533041903;6448600;168476
1533041914;6448600;168476
1533041925;6448600;168476
1533041936;6448600;168476
1533041947;6448600;168476
1533041958;6448600;168476
1533041969;6448600;168476
1533041980;6448600;168476
1533041991;6448600;168476
1533042002;6448600;168476
1533042013;6448600;168476
1533042024;6448600;168476
1533042035;6448600;168476
1533042046;6448600;168476
1533042057;6448600;168476
1533042068;6448600;168476
1533042079;6448600;168476
1533042090;6448600;168476
1533042101;6448600;168476
1533042112;6448600;168476
1533042124;6448600;168476
1533042135;6448600;168476
1533042146;6448600;168476
1533042157;6448600;168476
1533042168;6448600;168476
1533042179;6448600;168476
1533042190;6448600;168476
1533042201;6448600;168476
1533042212;6448600;168476
1533042223;6448600;168476
1533042234;6448600;168476
1533042245;6448600;168476
1533042256;6448600;168476
1533042267;6448600;168476
1533042278;6448600;168476
1533042289;6448600;168476
1533042300;6448600;168476
1533042310;6448600;168476
1533042321;6448600;168476
1533042333;6448600;168476
1533042344;6448600;168476
1533042354;6448600;168476
1533042366;6448600;168476
1533042377;6448600;168476
1533042388;6448600;168476
1533042399;6448600;168476
1533042409;6448600;168476
1533042420;6448600;168476
1533042445;6448600;168476
1533042456;6448600;168476
1533042467;6448600;168476
1533042489;6448600;168476
1533042500;6448600;168476
1533042511;6448600;168476
1533042522;6448600;168476
1533042533;6448600;168476
1533042545;6448600;168476
1533042556;6448600;168476
1533042567;6448600;168476
1533042577;6448600;168476
1533042588;6448600;168476
1533042600;6448600;168476
1533042611;6448600;168476
1533042622;6448600;168476
1533042633;6448600;168476
1533042644;6448600;168476
1533042655;6448600;168476
1533042666;6448600;168476
1533042677;6448600;168476
1533042688;6448600;168476
1533042699;6448600;168476
1533042710;6448600;168476
1533042721;6448600;168476
1533042732;6448600;168476
1533042743;6448600;168476
1533042753;6448600;168476
1533042764;6448600;168476
1533042775;6448600;168476
1533042787;6448600;168476
1533042797;6448600;168476
1533042808;6448600;168476
1533042820;6448600;168476
1533042831;6448600;168476
1533042842;6448600;168476
1533042853;6448600;168476
1533042864;6448600;168476
1533042875;6448600;168476
1533042886;6448600;168476
1533042897;6448600;168476
1533042908;6448600;168476
1533042919;6448600;168476
1533042930;6448600;168476
1533042941;6448600;168476
1533042952;6448600;168476
1533042963;6448600;168476
1533042974;6448600;168476
1533042986;6448600;168476
1533042998;6448600;168476
1533043010;6448600;168476
1533043022;6448600;168476
1533043033;6448600;168476
1533043044;6448600;168476
1533043055;6448600;168476
1533043067;6448600;168476
1533043078;6448600;168476
1533043089;6448600;168476
1533043100;6448600;168476
1533043111;6448600;168476
1533043122;6448600;168476
1533043133;6448600;168476
1533043240;6448600;168476
1533043252;6448600;168476
1533043263;6448600;168476
1533043274;6448600;168476
1533043284;6448600;168476
1533043296;6448600;168476
1533043307;6448600;168476
1533043318;6448600;168476
1533043329;6448600;168476
1533043339;6448600;168476
1533043530;6448600;168476
1533043542;6448600;168476
1533043553;6448600;168476
1533043564;6448600;168476
1533043575;6448600;168476
1533043586;6448600;168476
1533043597;6448600;168476
1533043608;6448600;168476
1533043619;6448600;168476
1533055672;6448600;168476
1533055683;6448600;168476
1533055694;6448600;168476
1533055705;6448600;168476
1533055716;6448600;168476
1533055727;6448600;168476
1533055738;6448600;168476
1533055749;6448600;168476
1533055761;6448600;168476
1533055771;6448600;168476
1533055782;6448600;168476
1533055793;6448600;168476
1533055813;6448600;168476
1533055840;6448600;168476
1533055851;6448600;168476
1533055862;6448600;168476
1533055873;6448600;168476
1533055884;6448600;168476
1533055895;6448600;168476
1533055906;6448600;168476
1533055917;6448600;168476
1533055928;6448600;168476
1533055939;6448600;168476
1533055950;6448600;168476
1533055961;6448600;168476
1533055972;6448600;168476
1533055984;6448600;168476
1533055994;6448600;168476
1533056005;6448600;168476
1533056016;6448600;168476
1533056027;6448600;168476
1533056038;6448600;168476
1533056049;6448600;168476
1533056060;6448600;168476
1533056071;6448600;168476
1533056082;6448600;168476
1533056093;6448600;168476
1533056104;6448600;168476
1533056115;6448600;168476
1533056126;6448600;168476
1533056137;6448600;168476
1533056148;6448600;168476
1533056184;6448600;168476
1533056195;6448600;168476
1533056207;6448600;168476
1533056218;6448600;168476
1533056228;6448600;168476
1533056239;6448600;168476
1533056250;6448600;168476
1533056261;6448600;168476
1533056272;6448600;168476
1533056283;6448600;168476
1533056294;6448600;168476
1533056305;6448600;168476
1533056316;6448600;168476
1533056327;6448600;168476
1533056338;6448600;168476
1533056349;6448600;168476
1533056360;6448600;168476
1533056371;6448600;168476
1533056382;6448600;168476
1533056969;6448600;168476
1533056980;6448600;168476
1533056991;6448600;168476
1533057002;6448600;168476
1533057013;6448600;168476
1533057024;6448600;168476
1533057035;6448600;168476
1533057046;6448600;168476
1533057057;6448600;168476
1533057068;6448600;168476
1533057079;6448600;168476
1533057090;6448600;168476
1533057101;6448600;168476
1533072322;6514800;172127
1533072333;6514800;172127
1533072396;6514800;172127
1533072407;6514800;172127
1533072418;6514800;172127
1533072429;6514800;172127
1533072440;6514800;172127
1533072451;6514800;172127
1533072462;6514800;172127
1533072473;6514800;172127
1533072484;6514800;172127
1533072495;6514800;172127
1533072506;6514800;172127
1533072517;6514800;172127
1533072528;6514800;172127
1533072539;6514800;172127
1533072550;6514800;172127
1533072587;6514800;172127
1533072598;6514800;172127
1533072609;6514800;172127
1533072620;6514800;172127
1533072631;6514800;172127
1533072642;6514800;172127
1533072653;6514800;172127
1533072664;6514800;172127
1533072675;6514800;172127
1533072686;6514800;172127
1533072697;6514800;172127
1533072708;6514800;172127
1533072719;6514800;172127
1533072730;6514800;172127
1533072741;6514800;172127
1533072752;6514800;172127
1533072763;6514800;172127
1533072774;6514800;172127
1533072785;6514800;172127
1533072796;6514800;172127
1533072807;6514800;172127
1533072818;6514800;172127
1533072829;6514800;172127
1533072840;6514800;172127
1533072851;6514800;172127
1533072862;6514800;172127
1533072873;6514800;172127
1533072884;6514800;172127
1533072895;6514800;172127
1533072906;6514800;172127
1533072917;6514800;172127
1533072928;6514800;172127
1533072939;6514800;172127
1533072950;6514800;172127
1533072961;6514800;172127
1533072972;6514800;172127
1533072983;6514800;172127
1533072994;6514800;172127
1533073005;6514800;172127
1533073016;6514800;172127
1533073027;6514800;172127
1533073038;6514800;172127
1533073049;6514800;172127
1533073060;6514800;172127
1533073071;6514800;172127
1533094671;6514800;172127
1533104472;6514800;172127
1533104472;6514800;172127
1533104474;6525300;172900
1533104476;6525300;172900
1533104477;6525300;172900
1533104479;6525300;172900
1533104480;6525300;172900
1533104484;6525300;172900
1533104486;6525300;172900
1533104489;6525300;172900
1533104492;6525300;172900
1533104497;6525300;172905
1533104499;6525300;172905
1533104501;6525300;172905
1533104502;6525300;172905
1533104504;6525300;172905
1533104514;6525400;172905
1533104570;6525400;172905
1533104580;6525400;172911
1533104594;6525400;172922
1533104596;6525400;172922
1533104617;6525600;172933
1533104624;6525700;172939
1533104638;6525900;172950
1533104645;6526000;172956
1533104659;6526100;172967
1533104662;6526100;172967
1533104676;6526300;172984
1533104683;6526400;172984
1533104699;6526600;173000
1533104725;6527000;173023
1533104785;6527100;173045
1533104845;6528000;173079
1533104886;6528500;173101
1533104946;6529100;173129
1533105005;6529600;173146
1533105010;6529600;173146
1533105048;6529600;173146
1533105059;6529600;173146
1533105070;6529600;173146
1533105081;6529600;173146
1533105092;6529600;173146
1533105103;6529600;173146
1533105114;6529600;173146
1533105125;6529600;173146
1533105136;6529600;173146
1533105147;6529600;173146
1533105158;6529600;173146
1533105169;6529600;173146
1533105180;6529600;173146
1533105191;6529600;173146
1533105202;6529600;173146
1533105213;6529600;173146
1533105224;6529600;173146
1533105235;6529600;173146
1533105246;6529600;173146
1533105257;6529600;173146
1533105268;6529600;173146
1533105279;6529600;173146
1533105290;6529600;173146
1533105301;6529600;173146
1533105312;6529600;173146
1533105323;6529600;173146
1533105335;6529600;173146
1533105345;6529600;173146
1533105356;6529600;173146
1533105368;6529600;173146
1533105380;6529600;173146
1533105391;6529600;173146
1533105402;6529600;173146
1533105413;6529600;173146
1533105424;6529600;173146
1533105435;6529600;173146
1533105446;6529600;173146
1533105457;6529600;173146
1533105468;6529600;173146
1533105480;6529600;173146
1533105490;6529600;173146
1533105501;6529600;173146
1533105512;6529600;173146
1533105523;6529600;173146
1533105534;6529600;173146
1533105545;6529600;173146
1533105556;6529600;173146
1533105567;6529600;173146
1533105578;6529600;173146
1533105589;6529600;173146
1533105600;6529600;173146
1533105611;6529600;173146
1533105622;6529600;173146
1533105633;6529600;173146
1533105644;6529600;173146
1533105655;6529600;173146
1533105666;6529600;173146
1533105677;6529600;173146
1533105688;6529600;173146
1533105699;6529600;173146
1533105710;6529600;173146
1533105721;6529600;173146
1533105732;6529600;173146
1533105743;6529600;173146
1533105754;6529600;173146
1533105765;6529600;173146
1533105776;6529600;173146
1533105787;6529600;173146
1533105798;6529600;173146
1533105809;6529600;173146
1533105820;6529600;173146
1533105831;6529600;173146
1533105842;6529600;173146
1533105853;6529600;173146
1533105864;6529600;173146
1533105875;6529600;173146
1533105886;6529600;173146
1533105897;6529600;173146
1533105908;6529600;173146
1533105919;6529600;173146
1533105930;6529600;173146
1533105941;6529600;173146
1533105952;6529600;173146
1533105963;6529600;173146
1533105974;6529600;173146
1533105985;6529600;173146
1533105996;6529600;173146
1533106007;6529600;173146
1533106018;6529600;173146
1533106029;6529600;173146
1533106040;6529600;173146
1533106051;6529600;173146
1533106062;6529600;173146
1533106101;6529600;173146
1533106112;6529600;173146
1533106123;6529600;173146
1533106134;6529600;173146
1533106145;6529600;173146
1533106156;6529600;173146
1533106167;6529600;173146
1533106178;6529600;173146
1533106189;6529600;173146
1533106200;6529600;173146
1533106211;6529600;173146
1533106222;6529600;173146
1533106233;6529600;173146
1533106244;6529600;173146
1533106255;6529600;173146
1533106266;6529600;173146
1533106277;6529600;173146
1533106288;6529600;173146
1533106299;6529600;173146
1533106310;6529600;173146
1533106322;6529600;173146
1533106352;6529600;173146
1533106363;6529600;173146
1533106375;6529600;173146
1533106387;6529600;173146
1533106407;6529600;173146
1533106455;6549200;174216
1533106490;6549700;174249
1533106550;6550700;174288
1533106589;6551100;174300
1533106598;6551100;174300
1533106657;6551100;174300
1533106685;6551100;174300
1533106696;6551100;174300
1533106758;6551100;174300
1533107368;6551100;174300
1533107368;6551100;174300
1533107374;6551700;174412
1533107377;6551700;174417
1533107381;6551700;174417
1533107434;6551700;174417
1533107434;6551700;174417
1533107446;6551900;174451
1533107477;6552200;174468
1533107497;6552200;174468
1533107508;6552200;174468
1533107583;6552200;174468
1533107594;6552200;174468
1533107605;6552200;174468
1533107628;6552200;174468
1533107640;6552200;174468
1533107650;6552200;174468
1533107681;6552200;174468
1533107692;6552200;174468
1533107703;6552200;174468
1533107714;6552200;174468
1533107725;6552200;174468
1533107736;6552200;174468
1533107747;6552200;174468
1533107758;6552200;174468
1533107769;6552200;174468
1533107780;6552200;174468
1533107791;6552200;174468
1533107802;6552200;174468
1533107813;6552200;174468
1533107824;6552200;174468
1533107835;6552200;174468
1533107846;6552200;174468
1533107857;6552200;174468
1533107868;6552200;174468
1533107880;6552200;174468
1533107890;6552200;174468
1533107901;6552200;174468
1533107952;6552200;174468
1533107963;6552200;174468
1533108005;6552200;174468
1533108074;6552200;174468
1533108132;6552200;174468
1533108199;6552200;174468
1533108240;6552200;174468
1533108250;6552200;174468
1533108298;6552200;174468
1533108309;6552200;174468
1533108344;6552200;174468
1533108355;6552200;174468
1533108366;6552200;174468
1533108463;6552200;174468
1533108474;6552200;174468
1533108485;6552200;174468
1533108525;6552200;174468
1533108584;6559100;175089
1533108595;6559200;175089
1533108597;6559200;175095
1533108624;6559400;175106
1533108625;6559400;175106
1533108646;6559400;175106
1533108673;6559400;175106
1533108733;6559700;175140
1533108793;6559700;175140
1533108973;6559700;175140
1533109137;6559700;175140
1533109197;6559700;175140
1533109257;6559700;175140
1533109317;6559700;175140
1533109377;6559700;175140
1533109437;6559700;175140
1533109497;6559700;175140
1533109557;6559700;175140
1533109617;6559700;175140
1533109677;6559700;175140
1533128031;6559700;175140
1533128031;6559700;175140
1533128086;6559900;175168
1533128088;6559900;175168
1533128092;6559900;175173
1533128093;6559900;175173
1533128094;6560000;175173
1533128095;6560000;175173
1533128097;6560000;175173
1533128098;6560000;175173
1533128102;6560000;175173
1533128117;6560100;175184
1533128310;6560100;175184
1533128325;6560100;175184
1533128342;6560100;175184
1533128353;6560100;175184
1533128360;6560100;175184
1533128397;6561600;175375
1533128420;6562100;175403
1533128438;6562500;175414
1533128442;6562500;175414
1533128446;6562600;175420
1533128450;6562700;175436
1533128510;6564100;175476
1533128571;6565400;175554
1533128598;6565900;175599
1533128606;6566000;175599
1533128612;6566000;175599
1533128660;6566100;175616
1533128669;6566100;175621
1533128686;6566300;175660
1533128727;6566400;175677
1533128729;6566400;175688
1533128734;6566500;175694
1533128737;6566600;175700
1533128746;6566800;175716
1533128806;6567900;175756
1533128813;6568000;175761
1533128831;6568300;175767
1533128846;6568600;175817
1533128852;6568700;175823
1533128878;6569200;175840
1533128901;6569500;175845
1533128928;6569900;175862
1533128943;6570100;175868
1533128952;6570100;175868
1533128979;6570100;175879
1533129039;6570900;175935
1533129053;6571100;175952
1533129073;6571400;175957
1533129111;6571800;175980
1533129115;6571900;175985
1533129126;6571900;175991
1533129129;6572000;175996
1533129150;6572100;176002
1533129166;6572200;176008
1533129185;6572200;176013
1533129187;6572200;176013
1533129202;6572200;176019
1533129212;6572200;176019
1533130221;6572200;176019
1533130221;6572200;176019
1533130221;6572200;176019
1533130227;6572200;176024
1533130230;6572300;176024
1533130253;6572300;176030
1533130256;6572300;176036
1533130257;6572300;176036
1533130286;6572300;176036
1533130297;6572300;176036
1533130308;6572300;176036
1533130320;6572300;176036
1533130342;6572300;176036
1533130353;6572300;176036
1533130364;6572300;176036
1533130397;6572300;176036
1533130408;6572300;176036
1533130419;6572300;176036
1533130430;6572300;176036
1533130441;6572300;176036
1533130452;6572300;176036
1533130463;6572300;176036
1533130524;6572300;176036
1533130536;6572300;176036
1533130546;6572300;176036
1533130558;6572300;176036
1533130569;6572300;176036
1533130580;6572300;176036
1533130591;6572300;176036
1533130602;6572300;176036
1533130613;6572300;176036
1533130624;6572300;176036
1533130635;6572300;176036
1533130646;6572300;176036
1533130712;6572300;176036
1533130723;6572300;176036
1533130734;6572300;176036
1533130745;6572300;176036
1533130756;6572300;176036
1533130767;6572300;176036
1533130778;6572300;176036
1533130789;6572300;176036
1533130801;6572300;176036
1533130812;6572300;176036
1533130823;6572300;176036
1533130833;6572300;176036
1533130844;6572300;176036
1533130856;6572300;176036
1533130866;6572300;176036
1533130877;6572300;176036
1533130888;6572300;176036
1533130900;6572300;176036
1533130910;6572300;176036
1533130921;6572300;176036
1533130932;6572300;176036
1533130943;6572300;176036
1533130954;6572300;176036
1533130965;6572300;176036
1533130976;6572300;176036
1533130987;6572300;176036
1533130998;6572300;176036
1533131009;6572300;176036
1533131020;6572300;176036
1533131031;6572300;176036
1533131042;6572300;176036
1533131054;6572300;176036
1533131065;6572300;176036
1533131076;6572300;176036
1533131087;6572300;176036
1533131098;6572300;176036
1533131108;6572300;176036
1533131119;6572300;176036
1533131130;6572300;176036
1533131142;6572300;176036
1533131152;6572300;176036
1533131163;6572300;176036
1533131175;6572300;176036
1533131185;6572300;176036
1533131196;6572300;176036
1533131207;6572300;176036
1533131790;6572300;176036
1533131790;6572300;176036
1533131793;6583400;176640
1533131796;6583400;176640
1533131798;6583400;176640
1533131808;6583500;176646
1533131810;6583500;176652
1533131820;6583600;176663
1533131826;6583600;176668
1533131829;6583700;176668
1533132146;6583700;176668
1533132146;6583700;176668
1533132151;6583700;176674
1533132154;6583700;176674
1533132155;6583700;176674
1533132163;6583700;176680
1533132175;6583700;176680
1533132187;6583700;176680
1533132197;6583700;176680
1533132208;6583700;176680
1533132219;6583700;176680
1533132274;6583700;176680
1533132285;6583700;176680
1533132297;6583700;176680
1533132315;6583700;176680
1533132326;6583700;176680
1533132337;6583700;176680
1533132348;6583700;176680
1533132359;6583700;176680
1533132370;6583700;176680
1533132381;6583700;176680
1533132392;6583700;176680
1533132403;6583700;176680
1533132413;6583700;176680
1533132424;6583700;176680
1533132436;6583700;176680
1533132447;6583700;176680
1533132457;6583700;176680
1533132468;6583700;176680
1533132480;6583700;176680
1533132490;6583700;176680
1533132501;6583700;176680
1533132512;6583700;176680
1533132523;6583700;176680
1533132534;6583700;176680
1533132545;6583700;176680
1533132557;6583700;176680
1533132568;6583700;176680
1533132579;6583700;176680
1533132590;6583700;176680
1533132601;6583700;176680
1533132612;6583700;176680
1533132623;6583700;176680
1533132634;6583700;176680
1533132645;6583700;176680
1533132656;6583700;176680
1533132667;6583700;176680
1533132678;6583700;176680
1533132689;6583700;176680
1533132700;6583700;176680
1533132711;6583700;176680
1533132722;6583700;176680
1533132733;6583700;176680
1533132744;6583700;176680
1533132755;6583700;176680
1533132766;6583700;176680
1533132777;6583700;176680
1533132788;6583700;176680
1533132800;6583700;176680
1533132811;6583700;176680
1533132811;6583700;176680
1533132860;6592900;177133
1533132868;6593000;177139
1533132926;6594300;177279
1533132971;6595100;177318
1533132986;6595300;177324
1533132996;6595400;177335
1533133056;6596200;177363
1533133116;6597000;177402
1533133176;6597600;177430
1533133236;6598500;177475
1533133245;6598500;177475
1533133264;6598500;177475
1533133275;6598500;177475
1533133286;6598500;177475
1533133440;6598500;177475
1533133451;6598500;177475
1533133462;6598500;177475
1533133473;6598500;177475
1533133943;6598500;177475
1533133953;6598500;177475
1533133964;6598500;177475
1533133975;6598500;177475
1533133986;6598500;177475
1533133997;6598500;177475
1533134008;6598500;177475
1533134018;6598500;177475
1533134030;6598500;177475
1533134041;6598500;177475
1533134052;6598500;177475
1533134063;6598500;177475
1533134074;6598500;177475
1533134086;6598500;177475
1533134097;6598500;177475
1533134108;6598500;177475
1533155727;6598500;177475
1533177348;6598500;177475
1533187438;6598500;177475
1533187438;6598500;177475
1533187441;6601200;177777
1533187444;6601200;177783
1533187452;6601200;177783
1533187454;6601300;177788
1533187456;6601300;177788
1533187489;6601300;177794
1533187491;6601300;177800
1533187501;6601300;177805
1533187503;6601300;177811
1533187527;6601500;177839
1533187530;6601500;177839
1533187531;6601500;177839
1533187537;6601600;177844
1533187551;6601800;177861
1533187556;6601900;177861
1533187569;6602000;177878
1533187573;6602000;177889
1533187602;6602400;177912
1533187625;6602800;177934
1533187628;6602800;177934
1533187630;6602900;177940
1533187661;6603200;177973
1533187671;6603400;177984
1533187704;6603800;177996
1533187748;6604400;178024
1533187808;6605200;178046
1533187823;6605400;178046
1533187827;6605400;178046
1533187831;6605400;178052
1533187856;6605500;178057
1533187861;6605500;178063
1533187911;6606200;178113
1533187957;6607000;178141
1533187999;6607600;178152
1533188017;6607800;178158
1533188077;6608700;178197
1533188124;6609400;178220
1533188184;6610200;178242
1533188217;6610500;178281
1533188265;6611000;178315
1533188278;6611100;178315
1533188298;6611200;178326
1533188358;6611700;178360
1533188373;6611800;178365
1533188381;6611900;178365
1533188384;6612000;178371
1533188444;6612800;178404
1533188476;6613000;178416
1533188478;6613000;178416
1533188487;6613100;178421
1533188493;6613200;178421
1533188496;6613200;178421
1533188499;6613300;178427
1533188509;6613400;178427
1533188564;6614400;178466
1533188624;6615500;178500
1533188671;6616100;178533
1533188680;6616300;178539
1533188740;6616900;178584
1533188800;6617500;178606
1533188860;6618400;178668
1533188920;6619600;178712
1533188980;6620900;178802
1533189019;6621800;178830
1533189022;6621900;178830
1533189026;6621900;178836
1533189029;6622000;178841
1533189038;6622200;178858
1533189076;6623000;178880
1533189078;6623100;178880
1533189082;6623200;178892
1533189142;6624100;178931
1533189202;6625400;178976
1533189262;6626600;179015
1533189322;6627800;179048
1533189382;6629100;179093
1533189414;6629600;179132
1533189418;6629700;179138
1533189478;6630600;179177
1533189538;6631600;179200
1533189598;6632600;179239
1533189657;6633800;179334
1533189667;6634000;179340
1533189672;6634000;179340
1533189677;6634100;179345
1533189682;6634200;179345
1533189742;6635100;179390
1533189758;6635200;179390
1533189829;6635200;179390
1533189840;6635200;179390
1533189851;6635200;179390
1533189855;6635200;179390
1533189865;6635600;179440
1533189894;6635600;179440
1533189905;6635600;179440
1533189916;6635600;179440
1533189923;6635600;179440
1533189930;6636100;179474
1533189947;6636100;179474
1533189958;6636100;179474
1533189969;6636100;179474
1533189983;6636100;179474
1533189987;6636400;179508
1533190048;6636600;179530
1533190108;6636600;179536
1533190348;6636600;179536
1533190468;6636600;179536
1533190528;6636600;179536
1533190588;6636600;179536
1533190918;6636600;179536
1533190918;6636600;179536
1533190953;6636700;179547
1533190953;6636700;179547
1533190976;6636800;179564
1533190977;6636800;179569
1533190978;6636800;179569
1533190979;6636800;179569
1533190987;6636800;179575
1533190990;6636900;179575
1533191008;6637000;179586
1533191018;6637100;179592
1533191031;6637100;179608
1533191092;6637100;179620
1533191120;6637100;179625
1533191135;6637100;179625
1533191137;6637100;179625
1533191145;6637300;179653
1533191198;6637300;179653
1533191207;6637400;179687
1533191222;6637400;179687
1533191233;6637400;179687
1533191244;6637400;179687
1533191269;6638000;179715
1533191270;6638000;179715
1533191312;6638000;179715
1533191323;6638000;179715
1533191334;6638000;179715
1533191345;6638000;179715
1533191355;6638000;179715
1533191401;6639400;179810
1533191453;6640300;179849
1533191460;6640400;179855
1533191520;6641500;179894
1533191553;6642200;179916
1533191573;6642600;179928
1533191587;6642900;179928
1533191609;6643400;179939
1533191616;6643600;179944
1533191627;6643800;179944
1533191687;6645100;180012
1533191704;6645500;180017
1533191764;6646800;180056
1533191824;6648100;180107
1533191869;6649300;180196
1533191877;6649500;180247
1533191937;6651100;180292
1533191998;6652700;180387
1533192058;6654100;180516
1533192077;6654600;180544
1533192138;6656000;180672
1533192160;6656700;180751
1533192198;6657900;180801
1533192235;6659400;180902
1533192259;6660300;180936
1533192277;6660900;180952
1533192337;6662500;181025
1533192349;6662800;181048
1533192407;6664800;181193
1533192424;6665400;181204
1533192484;6667500;181266
1533192493;6667800;181277
1533192505;6668200;181322
1533192522;6668900;181417
1533192532;6669200;181434
1533192592;6671600;181563
1533192648;6673800;181692
1533192665;6674400;181708
1533192725;6676600;181871
1533192785;6678700;182061
1533192823;6680000;182196
1533192883;6682300;182375
1533192926;6683800;182470
1533192973;6685300;182481
1533192983;6685600;182481
1533193002;6686300;182498
1533193063;6688100;182520
1533193098;6688800;182532
1533193104;6688900;182543
1533193106;6688900;182543
1533193122;6689000;182548
1533193480;6689000;182548
1533193480;6689000;182548
1533193482;6689000;182554
1533193493;6689100;182560
1533193495;6689100;182565
1533193496;6689100;182565
1533193505;6689200;182571
1533193507;6689200;182571
1533193519;6689300;182576
1533193523;6689300;182582
1533193531;6689400;182582
1533193533;6689400;182582
1533193535;6689400;182588
1533193539;6689400;182588
1533193543;6689400;182593
1533193545;6689500;182593
1533193547;6689500;182593
1533193549;6689500;182599
1533193551;6689500;182604
1533193611;6691500;182716
